id,title,company,location,time_posted,job_url,date_found,ai_score,is_applied
422,QA Data Analyst (1-year contractor),Wolverine Worldwide,"Ho Chi Minh City, Vietnam",4 weeks ago,https://www.linkedin.com/jobs/view/qa-data-analyst-1-year-contractor-at-wolverine-worldwide-4408657300?position=44&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=bM6Fsn0FoQ9LWktEVcKNFw%3D%3D,2026-06-02 05:54:56,0.2247,0
423,Data Analytics Supervisor (Manufacturing),Talentnet Corporation,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-analytics-supervisor-manufacturing-at-talentnet-corporation-4418697822?position=45&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=6%2FwfbCWvdxCAP5qcJuV7tQ%3D%3D,2026-06-02 05:54:56,0.148,0
424,Supply Chain Data Analyst A,Pepperl+Fuchs Group,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/supply-chain-data-analyst-a-at-pepperl%2Bfuchs-group-4414958182?position=46&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=g7ee3qu0xPXHkELjmSclQg%3D%3D,2026-06-02 05:54:56,0.1229,0
425,[HCM/DN - Hybrid] Python Data Analyst/Data Scientist,Sioux Technologies Asia,"Ho Chi Minh City, Vietnam",5 days ago,https://www.linkedin.com/jobs/view/hcm-dn-hybrid-python-data-analyst-data-scientist-at-sioux-technologies-asia-4417607051?position=47&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=dN5yyFXmpqTj7bvq79IF%2FQ%3D%3D,2026-06-02 05:54:56,0.2315,0
426,Ai Data Reviewer - Remote,YO IT Consulting,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/ai-data-reviewer-remote-at-yo-it-consulting-4414404708?position=48&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=kQYQ0H%2BXgJiCykZtkYATbw%3D%3D,2026-06-02 05:54:56,0.1717,0
427,Data Scientist (Relocate to Dubai),AGAPI,"Ho Chi Minh City, Vietnam",N/A,https://www.linkedin.com/jobs/view/data-scientist-relocate-to-dubai-at-agapi-4422842036?position=49&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=v0AFS%2FrKADjrhOuV3D6ULQ%3D%3D,2026-06-02 05:54:56,0.2311,0
428,Traceability Data Analyst,Inspectorio,"Phường Thảo Điền, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/traceability-data-analyst-at-inspectorio-4417844994?position=50&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=jTrXbda%2Bfik9g7GjrrPR1A%3D%3D,2026-06-02 05:54:56,0.202,0
429,Wind Farm Data Analyst & Technical Support Specialist,Goldwind,"Củ Chi, Ho Chi Minh City, Vietnam",5 days ago,https://www.linkedin.com/jobs/view/wind-farm-data-analyst-technical-support-specialist-at-goldwind-4390333764?position=51&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=ZrXMm82U02nvYQXsIVy9EA%3D%3D,2026-06-02 05:54:56,0.1695,0
430,"Business Intelligence Associate (SBS Performance) - Business Intelligence & Planning, Shopee",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",6 days ago,https://www.linkedin.com/jobs/view/business-intelligence-associate-sbs-performance-business-intelligence-planning-shopee-at-shopee-4409344607?position=52&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=X7%2ByQZ25EFVeW2yk%2BEKUtA%3D%3D,2026-06-02 05:54:56,0.2207,0
431,[HCLTech x ANZ] Data Engineer (AWS),HCLTech Vietnam,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/hcltech-x-anz-data-engineer-aws-at-hcltech-vietnam-4415780555?position=53&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=USpiFrEBeR%2Fnn%2FMTx5wVdw%3D%3D,2026-06-02 05:54:56,0.2372,0
432,AI Analyst - Mid/Sen,The Value Maximizer,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",6 days ago,https://www.linkedin.com/jobs/view/ai-analyst-mid-sen-at-the-value-maximizer-4419801089?position=54&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=KXazkFXkBvdsdrjOfLU3sA%3D%3D,2026-06-02 05:54:56,0.1374,0
433,Senior Digital Analytics & MarTech Implementation Engineer,Yum! Digital & Technology Vietnam,Ho Chi Minh City Metropolitan Area,5 days ago,https://www.linkedin.com/jobs/view/senior-digital-analytics-martech-implementation-engineer-at-yum%21-digital-technology-vietnam-4416506133?position=55&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=c%2B4zvtoKbc%2FwDrpN%2BozSNQ%3D%3D,2026-06-02 05:54:56,0.2534,0
434,Mentor Data Analyst,VTI Academy For Enterprise,"Ho Chi Minh City, Vietnam",N/A,https://www.linkedin.com/jobs/view/mentor-data-analyst-at-vti-academy-for-enterprise-4422888519?position=56&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=6ta%2Fm%2BUGzHpp9YjEPTgz0Q%3D%3D,2026-06-02 05:54:56,0.2751,0
435,"Senior Business Intelligence Associate (Operation) - Business Intelligence & Planning, Shopee",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/senior-business-intelligence-associate-operation-business-intelligence-planning-shopee-at-shopee-4290507343?position=57&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=hfw5669GlAFWcCz6SSWIKA%3D%3D,2026-06-02 05:54:56,0.2775,0
436,Data Science Specialist,FE CREDIT,"Ho Chi Minh City, Vietnam",5 days ago,https://www.linkedin.com/jobs/view/data-science-specialist-at-fe-credit-4419824721?position=58&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=q6Ow2XgoR7vJczJTTVissA%3D%3D,2026-06-02 05:54:56,0.1711,0
437,VN Technology Software Engineer for CAD/3D Data,CADDi,"Ho Chi Minh City, Vietnam",1 month ago,https://www.linkedin.com/jobs/view/vn-technology-software-engineer-for-cad-3d-data-at-caddi-4402269160?position=59&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=%2BCNKQGmnVuSuRf3HJF432w%3D%3D,2026-06-02 05:54:56,0.2536,0
438,"Associate, Business Intelligence, ShopeePay",Monee,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/associate-business-intelligence-shopeepay-at-monee-4415900147?position=60&pageNum=0&refId=VOZ7J09JK1xL0FkYiyRXyA%3D%3D&trackingId=lGSkVKWvxe5BMp9061%2Fi9g%3D%3D,2026-06-02 05:54:56,0.2441,0
439,DATA SCIENTIST,TC Data,Ho Chi Minh City Metropolitan Area,8 months ago,https://www.linkedin.com/jobs/view/data-scientist-at-tc-data-4295562616?position=1&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=M2rV3AnSTN56dkAf2hoLwA%3D%3D,2026-06-03 06:09:31,0.1674,0
440,"Data Scientist / Data Engineer (NumPy, Pandas)",LARION,"Ho Chi Minh City, Vietnam",N/A,https://www.linkedin.com/jobs/view/data-scientist-data-engineer-numpy-pandas-at-larion-4413865085?position=2&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=sQvVikidzU8f0ucTJv6Urg%3D%3D,2026-06-03 06:09:31,0.2579,0
441,Data Scientist,Deliveree On-Demand Logistics (Southeast Asia),Ho Chi Minh City Metropolitan Area,3 weeks ago,https://www.linkedin.com/jobs/view/data-scientist-at-deliveree-on-demand-logistics-southeast-asia-4399503777?position=3&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=j6ZOF%2BR04UG5J1X0HoZqHQ%3D%3D,2026-06-03 06:09:31,0.1674,0
442,Data Scientist,Motorola Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",5 days ago,https://www.linkedin.com/jobs/view/data-scientist-at-motorola-solutions-4373554147?position=4&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=5yB2jyv1yPzZ7VPGFe40Nw%3D%3D,2026-06-03 06:09:31,0.1747,0
443,Data Scientist II,Motorola Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",5 days ago,https://www.linkedin.com/jobs/view/data-scientist-ii-at-motorola-solutions-4390319685?position=5&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=q0o%2BgfeNTcHFhD51Vndl0A%3D%3D,2026-06-03 06:09:31,0.1895,0
444,Data Scientist - AI Engineer - HCM,SOCOTEC,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",3 days ago,https://www.linkedin.com/jobs/view/data-scientist-ai-engineer-hcm-at-socotec-4380085437?position=6&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=ytFpJpjL1PE9lE9xKIDuzg%3D%3D,2026-06-03 06:09:31,0.3637,0
445,Intern,Noventiq Vietnam,"Củ Chi, Ho Chi Minh City, Vietnam",3 months ago,https://www.linkedin.com/jobs/view/intern-at-noventiq-vietnam-4375357162?position=7&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=J23YzxFbT3nUYz4sh6dbMw%3D%3D,2026-06-03 06:09:31,0.5893,1
446,Data Science Specialist,FE CREDIT,"Ho Chi Minh City, Vietnam",6 days ago,https://www.linkedin.com/jobs/view/data-science-specialist-at-fe-credit-4419824721?position=8&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=bRWE5Rw0DvPPyNpGmK%2FWhA%3D%3D,2026-06-03 06:09:31,0.1711,0
447,Lead Data Scientist,Zalo,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/lead-data-scientist-at-zalo-4417495528?position=9&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=KluW1N8mHSVJmXB%2B2%2FNFpA%3D%3D,2026-06-03 06:09:31,0.3138,0
448,Senior Data Scientist,Masan Group,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/senior-data-scientist-at-masan-group-4416109918?position=10&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=jwC%2BxsTpsGxNYF47AlAcvA%3D%3D,2026-06-03 06:09:31,0.3038,0
449,Data Science Manager,PMAX - Total Marketing Partner,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 months ago,https://www.linkedin.com/jobs/view/data-science-manager-at-pmax-total-marketing-partner-4393047698?position=11&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=9LWSmBcoeAZq%2BCo1b8l3yw%3D%3D,2026-06-03 06:09:31,0.1546,0
450,[HCM/DN - Hybrid] Python Data Analyst/Data Scientist,Sioux Technologies Asia,"Ho Chi Minh City, Vietnam",6 days ago,https://www.linkedin.com/jobs/view/hcm-dn-hybrid-python-data-analyst-data-scientist-at-sioux-technologies-asia-4417607051?position=12&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=uUdsMZwm9eF37%2FSXwqFbIg%3D%3D,2026-06-03 06:09:31,0.2315,0
451,"Data Scientist (Senior, Expert)",VinSmart Future,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-scientist-senior-expert-at-vinsmart-future-4418530954?position=13&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=ntZDnK3i15CHWaSt0Pwypw%3D%3D,2026-06-03 06:09:31,0.1732,0
452,Senior Data Scientist,Renesas Electronics,"Ho Chi Minh City, Vietnam",5 days ago,https://www.linkedin.com/jobs/view/senior-data-scientist-at-renesas-electronics-4413897104?position=14&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=wZk44ZoanffhxCSXSKgiLw%3D%3D,2026-06-03 06:09:31,0.3123,0
453,Senior Data Scientist,Data Nest,"Ho Chi Minh City, Vietnam",N/A,https://www.linkedin.com/jobs/view/senior-data-scientist-at-data-nest-4424035240?position=15&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=EYMSuJrHA0k6pv7J18am6A%3D%3D,2026-06-03 06:09:31,0.2503,0
454,[ D&A Hub ] Senior Data Scientist,Tiger Tribe (A HEINEKEN Company),"Ho Chi Minh City, Ho Chi Minh City, Vietnam",3 weeks ago,https://www.linkedin.com/jobs/view/d-a-hub-senior-data-scientist-at-tiger-tribe-a-heineken-company-4409304759?position=16&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=UPoITAunv%2F4qIdvb72vOQQ%3D%3D,2026-06-03 06:09:31,0.2458,0
455,Machine Learning Engineer,Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-trusting-social-4414012253?position=17&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=9uAwfkHMkve%2F7VUJcuDE5w%3D%3D,2026-06-03 06:09:31,0.2711,0
456,Senior Data Scientist,Renesas Electronics,"Củ Chi, Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/senior-data-scientist-at-renesas-electronics-4416095472?position=18&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=%2FHGPMV8iQnu8vCLIxp%2FFgg%3D%3D,2026-06-03 06:09:31,0.3447,0
457,Quantitative Research Intern (LLMs & AI Agents),WorldQuant,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/quantitative-research-intern-llms-ai-agents-at-worldquant-4132261540?position=19&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=0auE2nYsBTCwtulho8ZNfA%3D%3D,2026-06-03 06:09:31,0.4113,0
458,Senior Data Scientist,EPAM Systems,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/senior%E2%80%AFdata-scientist-at-epam-systems-4352998383?position=20&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=2e6bdFb6OiqN3ELJTv3c%2FQ%3D%3D,2026-06-03 06:09:31,0.1625,0
459,Senior Data Scientist,VinSmart Future,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/senior-data-scientist-at-vinsmart-future-4416754537?position=21&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=tRfcSSWmDD1gt0j4LI4gkw%3D%3D,2026-06-03 06:09:31,0.2353,0
460,"Middle/Senior Data Scientist, Recommendation/ranking /classification",MoMo (M_Service),"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/middle-senior-data-scientist-recommendation-ranking-classification-at-momo-m-service-4414866149?position=22&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=jc3Nqo%2BHHZKbL%2BBvwEkdPQ%3D%3D,2026-06-03 06:09:31,0.2385,0
461,[ APAC D&A Hub ] - Leader Data Scientist,Tiger Tribe (A HEINEKEN Company),Ho Chi Minh City Metropolitan Area,4 weeks ago,https://www.linkedin.com/jobs/view/apac-d-a-hub-leader-data-scientist-at-tiger-tribe-a-heineken-company-4408997807?position=23&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=MrPGNqZ7HsQvNxZsOkMSKQ%3D%3D,2026-06-03 06:09:31,0.1043,0
462,Senior Data Scientist,Global Fashion Group,"Ho Chi Minh City, Vietnam",3 weeks ago,https://www.linkedin.com/jobs/view/senior-data-scientist-at-global-fashion-group-4411422507?position=24&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=21SJ5yVoldj7Z1XL%2FdS4Yw%3D%3D,2026-06-03 06:09:31,0.2629,0
463,"Senior Data Scientist, Ahamove",Ahamove,"Ho Chi Minh City, Vietnam",N/A,https://www.linkedin.com/jobs/view/senior-data-scientist-ahamove-at-ahamove-4424037000?position=25&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=8u76qLLUADji8ygFA6lr8Q%3D%3D,2026-06-03 06:09:31,0.3157,0
464,Senior Data Scientist,Renesas Electronics,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/senior-data-scientist-at-renesas-electronics-4416076748?position=26&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=%2FhC%2FpIaetgXfxB6R8eVKVA%3D%3D,2026-06-03 06:09:31,0.3333,0
465,Senior Data Scientist,Data Nest,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/senior-data-scientist-at-data-nest-4417872491?position=27&pageNum=0&refId=SSe6TT0cGtTeyZI47lzOkA%3D%3D&trackingId=vyUwLjfrmWuxm%2B5FugLhtw%3D%3D,2026-06-03 06:09:31,0.2503,0
466,AI Data Engineer Intern,Corsair,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/ai-data-engineer-intern-at-corsair-4405435974?position=1&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=NH0j%2FA3PSbAbfvFu%2F8jJLw%3D%3D,2026-06-03 16:30:28,0.7859,0
467,Intern AI/ML/Data Engineer,Nexlab Technology,Ho Chi Minh City Metropolitan Area,1 month ago,https://www.linkedin.com/jobs/view/intern-ai-ml-data-engineer-at-nexlab-technology-4404059557?position=2&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=%2FEtiVU8OBWe5x1IkvQJqIw%3D%3D,2026-06-03 16:30:28,0.778,1
468,Data Automation Engineer Intern,Tuyển Dụng 247,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-automation-engineer-intern-at-tuy%E1%BB%83n-d%E1%BB%A5ng-247-4418021456?position=3&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=sGOy1mJgt0vpDDt2egqEKA%3D%3D,2026-06-03 16:30:28,0.3488,0
469,Data Engineer – Remote,YO IT Consulting,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-engineer-%E2%80%93-remote-at-yo-it-consulting-4417438264?position=4&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=hkSpFOY5qU1ZWHB22OIupQ%3D%3D,2026-06-03 16:30:28,0.1828,0
470,Data Engineer,NTT DATA Asia Pacific,Ho Chi Minh City Metropolitan Area,5 days ago,https://www.linkedin.com/jobs/view/data-engineer-at-ntt-data-asia-pacific-4409272950?position=5&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=PJq0yTnCjI5Hf5700pr87Q%3D%3D,2026-06-03 16:30:28,0.1262,0
471,Analyst Data Engineer,HCLTech Vietnam,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/analyst-data-engineer-at-hcltech-vietnam-4417132827?position=6&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=5g2s6McuRaocVLRkt%2FpNPQ%3D%3D,2026-06-03 16:30:28,0.2634,0
472,SQL Data Analyst,DXC Technology Vietnam,"Ho Chi Minh City, Vietnam",1 month ago,https://www.linkedin.com/jobs/view/sql-data-analyst-at-dxc-technology-vietnam-4391550241?position=7&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=suHoBxKKFcj1ZgZc9UgdCg%3D%3D,2026-06-03 16:30:28,0.2367,0
473,Data Engineer,Headhunt service,"Ho Chi Minh City, Vietnam",N/A,https://www.linkedin.com/jobs/view/data-engineer-at-headhunt-service-4424058900?position=8&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=NtNLC%2FJknl0SMNqoSFT7RA%3D%3D,2026-06-03 16:30:28,0.1857,0
474,Data Analyst,dentsu,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/data-analyst-at-dentsu-4357487043?position=9&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=qmAydlMNvCqktjhU7p5tcw%3D%3D,2026-06-03 16:30:28,0.129,0
475,Data Engineer (Azure),SCC Vietnam,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-engineer-azure-at-scc-vietnam-4419131520?position=10&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=znFqAFWBvkK3XXanTr7hAA%3D%3D,2026-06-03 16:30:28,0.1909,0
476,Data Engineer (Dong Nai),Amaris Consulting,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-engineer-dong-nai-at-amaris-consulting-4419832490?position=11&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=DPjbGbBv1oFHyl9XKXYoZQ%3D%3D,2026-06-03 16:30:28,0.2869,0
477,Data Engineer,Amanotes,"Ho Chi Minh City, Vietnam",2 months ago,https://www.linkedin.com/jobs/view/data-engineer-at-amanotes-4380296367?position=12&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=6nk4y0%2FqpTULWmUK7KfJTQ%3D%3D,2026-06-03 16:30:28,0.2065,0
478,Data Engineer,WorldQuant,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/data-engineer-at-worldquant-4399222978?position=13&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=PaGzfN7O7BJ42zyXpxg11A%3D%3D,2026-06-03 16:30:28,0.2431,0
479,Data Analyst (Mid-Level),Cube,"Ho Chi Minh City, Vietnam",5 months ago,https://www.linkedin.com/jobs/view/data-analyst-mid-level-at-cube-4342949940?position=14&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=nmfB4W5Lpcn0Pd4HEQZfkg%3D%3D,2026-06-03 16:30:28,0.1748,0
480,Data Engineer (Azure),SCC Vietnam,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/data-engineer-azure-at-scc-vietnam-4415312279?position=15&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=srGyfsj3FieatYR3Ov0UlQ%3D%3D,2026-06-03 16:30:28,0.1909,0
481,Data Engineer (C++),WorldQuant,"Ho Chi Minh City, Vietnam",2 weeks ago,https://www.linkedin.com/jobs/view/data-engineer-c%2B%2B-at-worldquant-4416646028?position=16&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=HmzH6rXPePCvso3MVquIiQ%3D%3D,2026-06-03 16:30:28,0.3397,0
482,Data Engineer,Yum! Digital & Technology Vietnam,Ho Chi Minh City Metropolitan Area,1 day ago,https://www.linkedin.com/jobs/view/data-engineer-at-yum%21-digital-technology-vietnam-4423747820?position=17&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=QwHyJDwmI64NkSowGScrug%3D%3D,2026-06-03 16:30:28,0.2496,0
483,Data Analyst Engineer,HCLTech Vietnam,"Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-analyst-engineer-at-hcltech-vietnam-4415283407?position=18&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=%2FI%2Fwt1oTqm0BDKrTgRcbUA%3D%3D,2026-06-03 16:30:28,0.1859,0
484,AI/ML Data Platform Engineer,Home Credit Vietnam,"Ho Chi Minh City, Vietnam",3 weeks ago,https://www.linkedin.com/jobs/view/ai-ml-data-platform-engineer%E2%80%8B-at-home-credit-vietnam-4383538108?position=19&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=yWL%2BsezonvtJ9uo1ltBuuQ%3D%3D,2026-06-03 16:30:28,0.3435,0
485,Data Engineer,DXC Technology Vietnam,"Ho Chi Minh City, Vietnam",3 weeks ago,https://www.linkedin.com/jobs/view/data-engineer-at-dxc-technology-vietnam-4411073318?position=20&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=StDlCmu5iri1GVwVmLYK3w%3D%3D,2026-06-03 16:30:28,0.2834,0
486,"Data Scientist / Data Engineer (NumPy, Pandas)",LARION,"Ho Chi Minh City, Vietnam",1 day ago,https://www.linkedin.com/jobs/view/data-scientist-data-engineer-numpy-pandas-at-larion-4413865085?position=21&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=IP5K0juRQDcky60JUeF%2Bzg%3D%3D,2026-06-03 16:30:28,0.2579,0
487,"Software Engineer, Data Infrastructure & Acquisition - Ho Chi Minh City, Vietnam",Speechify,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",4 weeks ago,https://www.linkedin.com/jobs/view/software-engineer-data-infrastructure-acquisition-ho-chi-minh-city-vietnam-at-speechify-4421375975?position=22&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=0LC2Wlu0rGCbHME4%2BhyNJg%3D%3D,2026-06-03 16:30:28,0.3011,0
488,"Data Engineer (AWS, good english) upto 65M",FPT Software Innovation,"District 9, Ho Chi Minh City, Vietnam",2 days ago,https://www.linkedin.com/jobs/view/data-engineer-aws-good-english-upto-65m-at-fpt-software-innovation-4422807312?position=23&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=JKxvXhOZiQ%2FW850uHpF9vg%3D%3D,2026-06-03 16:30:28,0.1626,0
489,NAB StarCamp Program - Batch 21 (Product Data Engineer),NAB Innovation Centre Vietnam,Ho Chi Minh City Metropolitan Area,2 weeks ago,https://www.linkedin.com/jobs/view/nab-starcamp-program-batch-21-product-data-engineer-at-nab-innovation-centre-vietnam-4416203355?position=24&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=E5GzUJ7S3PDN5DQlbyUgCA%3D%3D,2026-06-03 16:30:28,0.2908,0
490,Data Analyst,Circle Asia,Ho Chi Minh City Metropolitan Area,2 weeks ago,https://www.linkedin.com/jobs/view/data-analyst-at-circle-asia-4414440288?position=25&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=TK8Qr4CLWo9PovEHVIJQhQ%3D%3D,2026-06-03 16:30:28,0.1426,0
491,Data Automation Engineer,Tuyển Dụng 247,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,https://www.linkedin.com/jobs/view/data-automation-engineer-at-tuy%E1%BB%83n-d%E1%BB%A5ng-247-4418018607?position=26&pageNum=0&refId=gL3vBhJKYEbLx3saBXFCFQ%3D%3D&trackingId=j%2BYzIJYPalWVdhPiQ%2FdR3A%3D%3D,2026-06-03 16:30:28,0.2039,0
